"Data Source","World Development Indicators",

"Last Updated Date","2021-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Europe & Central Asia","ECS","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","1032.84526590305","1102.14247160281","1142.87166667412","1253.42011643499","1376.04477447432","1540.13172547735","1830.29365768052","2306.35930703395","2586.33854483779","2999.31486052841","3095.55726987648","3484.29944111709","4224.14608300992","5132.97082401812","5774.39718543493","5105.4508272228","4890.66515276281","4717.6896655626","4507.79976491425","4637.3305087784","6291.33129706546","7726.82832181665","8548.77617969968","8612.26568614464","10485.2481490639","10783.5464675425","11542.7256587294","10568.219605289","11024.928348125","12702.3407507336","12943.1452567283","12257.7968286974","12559.4789179801","12400.6811253806","11658.2828476793","11770.939675971","12840.9026653009","15595.7974997122","18123.4639188443","19237.0778640604","20765.7923592502","24175.3683497421","26437.2820553276","23165.8139774649","23641.2204962228","26141.0106760416","25099.4749162243","26102.8930027638","26335.2238682027","22583.8514430607","22404.9031394794","23623.1249604438","25237.8433286621","24842.0239318448","23877.7946307105",
"Ecuador","ECU","GDP per capita (current US$)","NY.GDP.PCAP.CD","455.462388766676","375.221304612462","315.688704017871","368.629583701342","440.560234208392","455.19781834632","449.920206994069","459.278798776653","450.999551509643","527.900353006021","471.630797240067","440.857157381467","495.535918152084","588.337065135571","970.012721968013","1105.42055513384","1264.91164115649","1493.33358291433","1572.40053068466","1821.04718012411","2238.21708351953","2660.61280130221","2369.95065693297","1988.78732313123","1912.43127079044","1891.56247890302","1648.01456016559","1464.49293591517","1337.88989520842","1390.21311402663","1489.52994603816","1622.20808790909","1688.50475223376","1727.75500331884","2026.11307662218","2132.90678274384","2155.51815039143","2356.36985737498","2293.88973536506","1578.93429773989","1445.27932442901","1894.61619585804","2172.1018772447","2425.85184175715","2691.27768473838","3002.13860439139","3328.88415626323","3567.83718649963","4249.01896979445","4231.61923466057","4633.59128443099","5200.55510783504","5682.04610814497","6056.33121253813","6377.09392877257","6124.49088707134","6060.09296156791","6213.50312736888","6295.93466163992","6222.52465327248","5600.38961495341",
"Egypt, Arab Rep.","EGY","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","162.608472309905","168.963240415533","174.862609761112","180.410853702955","193.586049324478","233.013709543676","243.806822262497","257.588650807345","273.698607044358","244.747214941155","301.749428940909","337.774368889261","357.077947806179","358.847797016894","426.346523905474","500.355045249222","498.559115853626","607.281522777046","662.687288361304","708.195747618183","792.824041999649","815.248694949335","778.116887234728","655.067805530831","725.629802542776","765.642005459646","651.077547640745","713.452548255451","777.857735101984","849.452499105263","965.110869392024","1063.33304436484","1208.71991964238","1281.39691350876","1343.551962788","1450.47624243298","1378.20338333845","1191.10323854218","1102.46819936156","1062.15809193398","1186.39331322717","1397.43669004643","1667.3179980551","2044.52780415176","2331.26884011057","2645.96875877924","2791.81076592794","3229.6856303038","3262.65758647104","3379.55798627058","3562.93265798423","3519.8732398108","2444.29038718448","2537.12518504712","3019.09228346646","3547.87084813809",
"Euro area","EMU","GDP per capita (current US$)","NY.GDP.PCAP.CD","923.148141629044","1004.97959847202","1106.23916524928","1229.85817243951","1355.58826097085","1468.47390891078","1588.97486003922","1714.33005714118","1828.21754662764","2027.12209384832","2236.62454687739","2521.09615184336","3025.12765867833","3902.34977093744","4400.42373909024","5075.99935245854","5273.69970574675","5974.73365098043","7286.79439485085","8790.77796311686","9803.26179792941","8487.25814305662","8194.82717266535","7978.57040675839","7640.23671043744","7834.32048757487","10967.6930349349","13528.0609182963","14828.5433190974","15082.224023765","18894.4446716691","19553.7163367961","21473.5047707586","19569.0183027593","20597.0982687641","23697.6134037978","23916.3481986203","21810.7172258399","22381.210655972","22213.6921595117","20166.1388478905","20432.8081610568","22109.2819892502","27134.9385659415","30949.4016487625","31936.6277201279","33767.0406089899","38666.5345950752","42176.0764876653","38421.0189325562","37559.3605007857","40601.9837086238","37590.0954796133","39099.6380155763","39853.0647685993","34366.4343191175","35134.7169091575","37058.0822558265","40038.2748883971","39168.663070471","37938.5181193383",
"Eritrea","ERI","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211.332003442771","208.999479930191","239.668086745938","262.230534786118","315.750682432318","312.724395014259","337.886592347593","307.909909177229","308.134186808579","316.823953429739","293.955672417246","334.585571541238","407.769076960812","388.595947483174","415.036030549833","439.8321033782","450.632398910533","595.109987185412","501.355316997143","642.508258796603","","","","","","","","","",
"Spain","ESP","GDP per capita (current US$)","NY.GDP.PCAP.CD","396.392253337614","450.053289246968","520.206131380005","609.487384056513","675.241639141208","774.761609330096","889.659872011529","968.306781765983","950.545740593734","1077.67869994591","1212.28932639401","1362.16552414021","1708.80862877366","2247.55337693219","2749.92466346596","3209.83744506281","3279.31267061507","3627.59066324096","4356.43922031196","5770.21461386463","6208.5780190814","5371.16643640984","5159.70864500142","4478.50028561471","4489.98893854814","4699.65576367274","6513.50328578924","8239.6138016479","9703.1238381095","10681.9712029257","13804.8767869937","14811.9028194881","16112.1889152156","13339.908563675","13415.2870010456","15471.962716535","16109.0843985284","14730.7971752046","15394.3514628249","15715.3322713275","14713.0657111519","15355.7031663439","17025.5319828692","21463.4426577449","24861.2827964413","26419.2968638221","28365.3134896346","32549.9709785513","35366.2596011983","32042.4740786617","30502.7197080776","31636.4463142558","28324.4293363918","29059.5479522321","29461.5503337389","25732.0183647454","26505.3432155204","28100.5862419453","30349.7520984361","29555.3156985079","27063.1939180299",
"Estonia","EST","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3134.38975345407","3380.92630243199","3682.95230146695","4093.39247738765","4140.93660232167","4070.60902410208","4505.85833233188","5341.62894677002","7203.52303786646","8914.10355674451","10412.6443137966","12639.4000677296","16744.5844516343","18204.9664786762","14711.7352728223","14663.0446126465","17464.9200795794","17404.2008024604","19050.5859209","20234.1174174704","17395.040616214","18282.9233927131","20387.2831474612","23052.3012559586","23397.1200148694","23027.0269956294",
"Ethiopia","ETH","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","203.557000323439","208.342391325731","224.627400221574","205.62379289169","233.218696082903","234.682176355784","242.961545904477","243.735857696929","248.022745682516","254.243262202821","271.394373532612","204.050181513175","165.693228041524","125.549581258108","134.34296024645","145.16690126181","141.508619901766","125.076141078992","119.684076349153","124.460790874921","120.765783730897","111.927225125","119.49039595567","136.466250038215","162.43272862793","194.687432935553","244.286052292978","326.436822761984","380.569003212934","341.554122699663","354.4795719088","467.07787183328","499.531530164228","566.92640288853","640.541923075422","717.124869806118","768.523015429372","771.524866349431","855.760885186903","936.340461064749",
"European Union","EUU","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","1879.16947403758","2113.45247870909","2533.21244718927","3257.94971765802","3666.7065611994","4245.23336430761","4420.10528176246","4982.26073719135","6042.48875471299","7272.38600970467","8098.83467363235","7032.31145971105","6759.56389178686","6559.06492361398","6304.90400492999","6469.20153348412","9020.49032916875","11125.1934655147","12173.9918367387","12393.7919472801","15455.6854214297","15973.1192078314","17511.354237372","15934.172080286","16836.7426869541","19466.2361292474","19752.2291917334","18088.9195212857","18615.8004759175","18477.6076523155","16910.1026383227","17185.2009258879","18682.1998406885","22922.7973753768","26264.0885993336","27333.4392837205","29070.0402182401","33551.2292738705","36912.6471865741","33360.7417065548","32932.7409947913","35711.3618133572","33151.6321118145","34559.5393995909","35238.1397841677","30466.3002194586","31162.2735452064","33018.1429377001","35734.7629001874","35060.7464056412","34114.8952830203",
"Fragile and conflict affected situations","FCS","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","155.61262002616","170.489462713439","202.516249188826","200.983324413032","224.613385630859","268.348572473849","388.39281021151","425.733341762129","487.774882138816","521.765041358667","560.651514553828","686.303960749571","832.090823304812","1133.36061976714","1061.16146263425","879.709975886381","771.764765643309","775.50035981702","715.71332036402","702.454710637175","722.135018756191","649.234353781353","981.381684756196","554.410228610861","533.138520382232","482.122037454852","446.623552599907","527.497157204417","528.541891162915","591.725293440975","583.34054134774","640.475079000904","735.871846080384","695.022419759428","654.457558048456","656.581004762104","809.690557202377","993.266177826295","1213.17879121315","1462.21560346098","1839.92598443502","1704.76532428349","1983.06450615598","1963.4443960848","2204.40665174151","2265.68946004833","2401.91785119598","1870.60715282453","1664.82794778239","1665.60353573815","1744.87452266089","1818.8372304227","1609.2474668898",
"Finland","FIN","GDP per capita (current US$)","NY.GDP.PCAP.CD","1179.35301099994","1327.427224366","1411.70239818044","1522.3192420995","1707.50393824701","1882.08685764849","2010.21345619725","2034.18904965478","1907.07727217667","2178.03525044982","2465.64481862422","2716.19009222861","3177.64570093734","4173.17304749428","5297.60781739462","6255.54464076423","6739.69071253255","7069.10573825616","7628.81571424906","9332.24526383769","11223.937563528","10926.817966566","10938.122061411","10497.479996566","10833.8662886935","11398.1059531509","14951.0467852887","18571.0599253579","22047.7933222595","23973.2394840041","28364.6450765922","25484.7392935746","22319.059460246","17608.8123902264","20301.333085866","26271.5998141691","25783.4504878611","24691.8728133698","26009.2694886182","26177.3479836441","24285.4668205162","24946.1891891404","26869.6749036293","32855.1326287803","37702.8453762641","39040.2888825052","41188.0936997302","48414.8450929722","53554.0389224673","47293.9928335042","46459.9732548543","51081.9976703127","47710.7902169415","49878.0432444536","50260.2998588958","42784.6983616432","43784.2839622098","46297.4963459994","49964.4999098426","48678.3141318652","48773.2811691347",
"Fiji","FJI","GDP per capita (current US$)","NY.GDP.PCAP.CD","285.474286146904","287.267055901963","291.473333502059","296.708316522231","310.812276585613","317.020325095875","316.129810339344","333.268205133243","334.612576030587","357.424383575632","422.387543772131","466.025348313778","583.318766139608","768.688514255934","987.923750046292","1186.67607914446","1182.09413442832","1202.63135510282","1360.78540071535","1640.55691144981","1892.87682180284","1898.01086362177","1786.85716655523","1638.38394085292","1681.70508371975","1603.21935409912","1795.37045820322","1631.958103313","1535.39919537492","1632.18784550202","1835.12305833583","1881.76179446326","2058.37960285946","2167.09545362845","2384.72645565724","2540.98087890806","2713.82776100346","2636.67216005055","2066.06885437086","2401.68642195355","2069.31745471458","2030.24635131517","2248.71419119053","2818.91392042135","3311.15989532504","3627.63285585254","3715.93265705693","4040.15211916504","4167.69493510221","3362.82049454372","3652.53593320954","4371.44738457557","4591.57701506207","4840.72726987242","5605.60914844185","5390.71420703085","5651.27272132772","6101.02388950081","6317.43779853596","6175.87484121767","4881.52606919802",
"France","FRA","GDP per capita (current US$)","NY.GDP.PCAP.CD","1334.68951190446","1428.04600063164","1578.28453778015","1744.64012289392","1909.54162026244","2038.16310215841","2186.4745917492","2343.10450260677","2536.08511406552","2752.09511423516","2857.25168156016","3169.03632305625","3854.55583517781","4969.76297758856","5328.24154765623","6690.57827024394","6866.81689245868","7532.52696003268","9264.77529285999","11179.6329016234","12713.3651661352","11104.9813384681","10496.9285544307","9993.42118219846","9419.69614346785","9763.32740402965","13540.2463694725","16302.4473755662","17679.996689009","17694.3093242315","21793.8355375183","21675.0649888267","23813.7122463577","22380.1077483221","23496.5201538685","26890.2176223614","26871.8312674776","24228.9463914211","24974.2738587988","24673.2030476111","22364.0293943406","22433.5549829528","24177.3355586498","29568.3887998673","33741.2619183406","34760.1850154731","36443.6263055433","41508.4326882318","45334.117956922","41575.4219609625","40638.3352541414","43790.7260166781","40874.7003927338","42592.9353850549","43011.2631028417","36638.184929157","37037.3741861219","38685.2584944953","41572.4850099629","40578.6442850534","39030.3603713482",
"Faroe Islands","FRO","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24035.289644611","24129.4128945849","22651.8619846698","24418.7032800532","26731.6585680004","31493.3191469308","35467.1754699443","36198.5437743045","41521.6750574783","47885.6988786829","50863.9537894054","47441.9159808872","48541.4011938484","52092.6033791385","49459.7172338372","54843.3192852206","59433.8345726758","52400.2972763835","56854.102653706","59993.0906266559","62918.1461936121","64225.2649049837","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","1320.84831948406","","","1276.50618856935","1296.8828138023","1355.67055140024","1437.34983308881","1528.49310516697","1682.54386053716","1756.65279229874","1909.51001434057","1909.83683863058","2060.49472264844","2017.65933284708","1904.8638831783","2022.74457978301","2042.70708645343","2171.88957683534","2248.49211533078","2265.94410756164","2295.86817833156","2253.1137454982","2358.1466999576","2406.11441152466","2458.65839413263","2541.26162493119","2721.97609035554","2885.30549185744","3009.25682468487","3131.38671463839","2994.79239440343","2971.51260191356","2906.61701228808","3014.70035839042","3289.64211697365","3568.291015625","3585.42320162374","",
"Gabon","GAB","GDP per capita (current US$)","NY.GDP.PCAP.CD","282.417179474671","331.435801780181","357.523761698303","298.470446191799","410.904083462192","424.620442943686","452.662826592225","490.103275636065","520.480421191048","550.72795882757","549.453817692395","635.501147268439","703.784271379178","1160.32181187666","2432.83617988535","3331.99431787372","4550.07419270187","4154.21946780711","3452.61555661113","4275.25736378107","5892.09928456065","5186.37714356455","4736.03389365688","4325.29785030481","4423.52050973431","4038.068544182","4004.03527499383","3755.47081739257","4267.80509393167","4532.15113926707","6268.91800765744","5536.9983725291","5578.03855532363","4252.06534768253","3963.87929654385","4570.57130354061","5116.19662519022","4667.19312084114","3831.78066770816","3888.87946722118","4135.99238007722","3993.03133624881","4141.43436559775","4933.46216999793","5739.61320363785","6891.36192038265","7221.36987650987","8458.3091787108","10254.1719573595","7721.01895290081","8849.32260799167","10809.6849503904","9813.50574650818","9683.58161951252","9663.42411002585","7384.70070393071","6984.41971208387","7230.43491161979","7956.62781558686","7767.01697942954","7005.87909704756",
"United Kingdom","GBR","GDP per capita (current US$)","NY.GDP.PCAP.CD","1397.5948032844","1472.38571407868","1525.77585271032","1613.45688373392","1748.2881176141","1873.56777435421","1986.74715869685","2058.78188198056","1951.75859587532","2100.66786858672","2347.54431773747","2649.80151387223","3030.43251411977","3426.27622050378","3665.8627976419","4299.74561799284","4138.16778761535","4681.43993173038","5976.93816899991","7804.76208051155","10032.062080015","9599.30622221965","9146.07735701852","8691.51881306514","8179.19444064991","8652.21654247593","10611.112210096","13118.586534629","15987.1680775688","16239.2821960944","19095.4669984608","19900.7266505069","20487.1707852878","18389.0195675099","19709.2380983653","23123.6945627431","24333.2341750878","26719.5429576766","28238.9950546354","28665.7074949102","28156.2674107209","27717.6258101678","29982.6187026848","34383.9479627726","40208.8560760282","41932.8773606998","44472.5742349596","50444.9301546348","47267.0121770864","38736.9021994994","39536.7726806835","42047.6142522206","42449.1076656792","43401.3105295842","47452.1991368626","45039.2359520486","41048.3496572292","40304.7230763678","42992.8037216089","42354.4146545765","40284.6384553276",
"Georgia","GEO","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1614.64822649407","","","547.334893087623","519.857581188288","578.344609852583","689.05944138472","807.032285752352","851.52595816837","673.54343867503","749.908534993961","801.990413888373","853.516453713318","1010.0079801313","1305.04748557208","1642.76093756395","1996.05712927664","2635.35388202963","3324.73587905411","2822.66743023352","3233.29594347421","4021.74330617286","4421.81824228013","4623.74572473419","4739.18833846421","4014.18594419329","4062.16988757379","4357.00093554628","4722.78778321766","4697.98365238984","4278.86077091661",
"Ghana","GHA","GDP per capita (current US$)","NY.GDP.PCAP.CD","183.449589798303","190.218882959143","195.492397739104","211.064567779218","230.088779524821","265.323688785998","267.748224961421","214.832148179068","200.307093967715","230.287227006016","253.566621870168","269.368235183225","228.859732843471","259.701843708917","296.890023865613","281.40612646801","271.125578261918","306.809965032651","345.834422933824","372.060120787553","402.060707757631","372.077443492073","345.641333225008","337.163348168986","355.666703674849","352.352714371426","435.068187671321","374.470341506465","372.683979564575","365.889682671763","398.637081088931","433.773264764704","409.746389786379","370.419454924392","328.744526865007","379.987984916879","397.135754957028","384.7963283302","407.523237017857","410.334011559612","258.471039929679","269.014984764581","304.564635977066","367.821362113662","417.508066727662","492.54405617264","913.393849309942","1081.16631826269","1217.06443549146","1077.66205832571","1299.34521164062","1549.46271883345","1587.56093185809","2361.09032361113","1899.66833614134","1705.57508204519","1913.47353585435","2020.68178984221","2194.23247709545","2210.35592258865","2328.53464211079",
"Gibraltar","GIB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","354.421365033579","351.909045501736","398.546152799461","394.331142350975","419.809870822721","461.375312462986","489.07160407065","475.426316994835","477.762459236542","508.101516144618","518.365662598199","493.82216135084","456.491484139533","429.719692321206","363.482279266615","336.154020658897","343.602631207699","393.739689850048","407.300975937447","322.415540033465","453.403713311328","659.992930974615","715.096526700401","674.085482595431","672.424930360214","651.136113367479","717.050535938187","769.003166698026","787.238564407376","769.255475433161","732.291511901218","855.575270552367","955.11128113689","1058.14336817318","1194.03786469464",
"Gambia, The","GMB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","106.413224524113","109.453715832487","93.8476904866439","100.101772717037","112.610650962067","116.561199765288","120.143504369715","148.174657143106","183.081764857947","213.306892087546","201.124878510292","239.433109984871","288.055777320372","335.804890876779","378.312989037587","332.680606319744","318.607862075407","304.837435369796","244.373342167364","298.660412324448","234.656286788678","265.491653208935","305.313617683872","310.299337281427","331.817740281771","695.410988509787","695.155371515626","711.726180956623","682.214156931891","696.449584292581","728.669071886674","669.401095968637","678.676178340413","637.939062861631","594.149388499649","505.421636114705","411.771893943142","335.906216950504","642.756218338464","665.720215700547","662.362877179135","780.381050920518","924.509874593614","833.28136036521","860.636433851486","762.763117720034","742.777628631243","700.516042152833","607.429904651813","660.723571244322","690.780493152792","679.75507172296","732.720727318856","777.815245170251","787.006450894821",
"Guinea-Bissau","GNB","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","111.688838635488","109.332599907911","119.728208756074","119.776028358027","130.367560656341","142.281820343001","145.877856746918","148.978152007931","158.866702139161","153.006192038274","141.559351449963","194.924653563058","204.248798131936","197.03104547551","162.672154070606","164.941935311688","145.905480769443","190.45237989458","176.259391620752","223.471418461783","250.149441956581","257.789175646965","221.799165336982","227.023245321292","220.96042416003","233.243258739218","243.438295892826","237.130077323453","178.848364736587","190.672306188466","308.910318401872","319.957449358104","333.058579332506","372.056194872066","405.075118373342","436.475220248958","430.003940275091","493.721993219248","599.995237190988","559.414570857329","558.174668134758","703.66056725746","616.37566403413","634.662039138969","623.313091387687","603.399381547733","661.457838679603","738.549944890782","802.767385116156","749.453747028806","727.520171719562",
"Equatorial Guinea","GNQ","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","34.7905813582671","40.7514713195802","46.9760523990492","234.344085087491","243.76909130671","247.844128685815","225.48656622988","221.137218045113","218.205537661039","217.321465999217","226.001347937563","292.459831279837","354.301452831364","407.710639966056","418.008097536264","429.416584389773","","","202.627448270724","138.939451699101","155.617478107206","144.196312060816","151.772906997258","176.415058814545","207.052649029051","243.737476994786","254.535533555273","217.072388432346","267.468072913182","256.226335758553","301.177108978134","294.07050485754","210.409543359359","285.552548185098","450.646002349081","824.551083073221","663.724751327361","1067.64395532303","1725.55758427978","2313.16593689273","2744.19148324865","3618.54447564811","6152.13123760173","10963.4063784924","12857.3688248227","15908.4111920336","22942.6101005186","16668.1216976014","17288.84259775","21641.6938980227","21711.1515946043","20390.737273789","19394.0806626191","11283.3980543871","9250.31649333951","9667.8578009346","10005.6167917268","8419.9333361253","7143.23870497146",
"Greece","GRC","GDP per capita (current US$)","NY.GDP.PCAP.CD","520.322744310383","590.780054812393","617.057757690519","695.228624389878","783.705880998279","899.281238912995","997.430467475556","1068.11455622703","1154.43853055613","1324.05898884761","1494.38798449137","1652.32595586747","1899.67578389335","2502.81474512238","2828.74855899504","3153.23577562809","3390.54497596312","3886.37445146759","4694.6337817198","5705.94937054811","5893.66189269128","5380.26761963211","5579.23461523759","5019.87877056877","4852.56566737719","4813.71120474694","5656.50533164528","6564.88442712193","7598.02800548468","7846.67812242278","9600.18523506603","10188.3697801238","11176.4584190614","10401.9830146096","11091.2838472779","12959.3242908115","13749.1151120679","13427.8325055002","13472.1376092623","13245.1894436119","12042.9537140472","12538.1788690276","14110.3133652111","18477.5783602862","21955.1041364941","22551.7357667365","24801.1577837357","28827.3263926878","31997.2820241039","29710.970232488","26690.6074159782","25450.5341194438","21915.1913231364","21749.1524824445","21601.7763985974","18050.0976100746","17885.3928086126","18562.2294309576","19765.9964536083","19150.7861964985","17676.1924769339",
"Grenada","GRD","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","792.454972735069","991.228073894508","1153.9605004596","1245.62468592233","1276.37036628285","1346.85811536314","1372.6676965447","1477.91565867191","1678.0732462776","1872.4686083726","2162.53024520623","2408.71454766019","2757.88843954754","2886.99820366833","3117.88983111369","3192.2319083217","3153.81828272477","3272.55337273959","3411.9669596805","3632.67867731101","3861.39782205433","4370.61831736562","4705.79006307169","5056.97725886957","5041.01223518709","5213.79564944542","5682.70537780071","5741.65365795136","6645.98554869724","6658.22358599046","7212.98681909237","7832.34908101916","7290.83493771026","7258.16656084855","7291.74166956273","7444.08907474276","7789.63235505594","8370.04047206067","9096.53865246322","9628.17284331301","10152.8328118872","10486.3775924082","10815.9113560803","9680.17582544907",
"Greenland","GRL","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","1498.27643678161","1876.50323874687","2196.71171134534","2860.28057640115","3432.70603291276","4257.949711754","4844.67632927424","5713.95491904992","7235.54974098321","8480.69482681448","9483.17307607343","8544.05832861263","7813.69066733532","7988.170958612","7198.70224749384","7760.82840448295","11271.3214290252","14554.3875384826","16398.0110939363","16813.6839491482","18326.8051234609","18315.1963031585","18768.9301437197","16797.4588562842","18123.9630348205","21665.7018983672","21422.3575434047","19145.4960362523","20496.661371851","20170.4384160027","19004.1072910304","19275.4733376066","20652.8783287878","27459.7627839484","32023.4522076237","32489.7819085278","35458.1231210482","39780.9514445753","44367.0556497873","44918.5648770756","43988.3324931946","47186.9814680048","45936.7659516989","47535.5899453685","50484.9275739023","44536.4013080999","48181.874188064","50321.3687543442","54470.9563864255","","",
"Guatemala","GTM","GDP per capita (current US$)","NY.GDP.PCAP.CD","252.756171165062","253.227290034998","261.179133806117","280.096636444858","279.930464500156","278.828138481721","283.192724592174","287.968047136813","310.661745203358","322.437529369749","349.024975633327","355.090371107723","367.118881140873","438.544851160696","527.417696811971","594.651803552057","696.222015275002","854.636643380983","925.12574446591","1027.08369602514","1143.44040197691","1217.26402049105","1200.24923382046","1212.71655867236","1234.7026407121","1233.08094396302","892.292906492455","850.218512067165","915.398065335962","955.113460863361","845.306962105181","1011.75496628105","1093.96290835701","1164.374025081","1293.47019794619","1424.68254256258","1487.60765839974","1649.00160206099","1755.84958223191","1619.51073552531","1664.29895827045","1550.36036555447","1682.99450068936","1737.87928692973","1859.098363351","2068.50012859333","2251.08796275499","2490.74912665208","2802.46196190125","2651.81712283814","2852.54732650116","3228.0457411296","3355.03691881272","3522.77370621475","3779.64233613025","3994.63691288475","4173.30166619474","4454.04814983548","4478.42464550944","4638.63494319511","4603.33961670975",
"Guam","GUM","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21594.0396887506","22628.278691123","24472.7820157628","26596.2147898438","26713.0583867531","27680.5499597099","29288.7818557946","30320.538585209","31040.0842955613","31210.4702861795","32908.3067691731","33656.4535735436","34843.2055749129","35829.2503598989","36214.0069224538","36601.9198811792","36502.3828195693","37723.7813443319","",
"Guyana","GUY","GDP per capita (current US$)","NY.GDP.PCAP.CD","297.676422547695","315.385459502551","321.545236786277","282.304071272384","305.366398658785","327.115728130283","344.168077242364","370.159649082038","334.842248857383","358.321966588237","379.895876186288","395.202918938914","395.292399298222","420.665615915983","588.137017012419","663.395665152058","602.624847334773","590.065370450038","658.436000249309","683.330391867642","773.181670774835","729.60509219614","616.960789709811","628.193656527844","564.527874470191","588.610353438784","660.151900046548","468.138330979529","551.26217459478","509.373749741319","533.538358752841","468.158310884238","499.031709342303","602.143872947472","712.712854200065","816.5354249131","927.188583380544","988.341316751264","951.91247710807","926.740336169619","954.400318095334","955.665380611907","974.949193282042","997.211372858551","1056.42388561094","1105.50682477118","3188.67316017476","3658.47697115519","4050.78821296","4233.76442002944","4580.69913571388","4908.56701446734","5378.81196969065","5489.14275846729","5407.15371140235","5576.82607039747","5811.39792362577","6124.95367005177","6145.81874291394","6609.51043084801","6955.93921717789",
"High income","HIC","GDP per capita (current US$)","NY.GDP.PCAP.CD","1402.89305383233","1466.22958712389","1562.51526129649","1662.08721624779","1791.96594096534","1923.2752034945","2087.06229429111","2216.75318448345","2380.28739251348","2592.7987701771","2805.09107742676","3077.9410362859","3534.51719433045","4235.38860960559","4730.4289924616","5230.60651753463","5652.33598976158","6349.03201968347","7545.89892401323","8650.73267112919","9582.71736148265","9648.71513205616","9485.47502179946","9724.24610640985","10075.6161525702","10508.7673325639","12674.3179407307","14590.334361307","16317.6740352368","16950.1468782069","18904.0568411922","19835.0046314158","21207.515909716","21202.4474286669","22656.1616455924","24944.3688157715","24987.2421442153","24401.6283023842","24331.2405575988","25400.7839571853","25760.5546803985","25342.58745312","26229.5476658699","29214.1375361733","32292.6618336053","33912.9292529044","35541.0544255533","38550.4911234164","40633.077350445","37826.0797802646","39390.7324463851","42323.0839398614","42116.6525670517","42368.4860979457","43033.3780058633","40444.0681197961","41079.5223260012","42714.1473887785","45192.7040283201","45406.6337679139","43952.6556368363",
"Hong Kong SAR, China","HKG","GDP per capita (current US$)","NY.GDP.PCAP.CD","429.442874392053","436.754411520393","487.821134050813","565.727810358046","629.591525784494","676.805507110096","685.926614135084","723.239225616661","714.48296958061","825.523449142012","960.031961510704","1106.46971695915","1384.73843732271","1893.18124189464","2144.60771295144","2252.11188136859","2850.0146101832","3429.42027607254","3923.94373132755","4569.45370724224","5700.41263435822","5991.32026141972","6133.78407860515","5595.23513863846","6208.22615937199","6542.93153674313","7435.03069759422","9071.33260211718","10609.7456394545","12097.7751586818","13485.5448929565","15465.8588553349","17976.4293827655","20395.5173666776","22502.5797409692","23497.4923138193","24818.1545523517","27330.0333502807","25808.970952453","25091.6665997966","25756.6637783278","25230.2163329516","24665.8899982779","23977.0194516698","24928.1003722551","26649.750801707","28224.2150609389","30594.0178410231","31515.6627713018","30697.340383517","32549.998231121","35142.4879344543","36730.8767001128","38403.7777145477","40315.2855640552","42431.8882817277","43731.1068245299","46165.8565115953","48542.6818699161","48354.473367413","46323.8634424384",
